AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,cc1,cc,0.102,-0.078,0.000,-0.262300,12.01000,3.31521e-01,4.13379e-01
2,cc2,cc,0.115,0.063,-0.001,-0.253300,12.01000,3.31521e-01,4.13379e-01
3,cd3,cd,-0.014,0.113,-0.002,0.196000,12.01000,3.31521e-01,4.13379e-01
4,os4,os,-0.104,0.011,-0.000,-0.371800,16.00000,3.15610e-01,3.03758e-01
5,cd5,cd,-0.033,-0.105,-0.000,0.238600,12.01000,3.31521e-01,4.13379e-01
6,c36,c3,-0.065,0.253,-0.003,0.126500,12.01000,3.39771e-01,4.51035e-01
7,n87,n8,-0.143,0.282,-0.123,-0.900800,14.01000,3.65019e-01,1.35143e-01
8,ha8,ha,0.182,-0.151,0.001,0.162000,1.00800,2.62548e-01,6.73624e-02
9,ha9,ha,0.206,0.121,-0.000,0.162000,1.00800,2.62548e-01,6.73624e-02
10,h410,h4,-0.091,-0.196,-0.000,0.053100,1.00800,2.53639e-01,6.73624e-02
11,h111,h1,-0.126,0.271,0.086,0.069700,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,0.020,0.322,0.001,0.069700,1.00800,2.42200e-01,8.70272e-02
13,hn13,hn,-0.164,0.381,-0.126,0.355300,1.00800,1.10650e-01,4.18400e-02
14,hn14,hn,-0.086,0.262,-0.205,0.355300,1.00800,1.10650e-01,4.18400e-02
