AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.097,-0.005,0.007,-0.129100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.056,-0.061,0.143,0.151400,12.01000,3.39771e-01,4.51035e-01
3,os3,os,0.104,0.020,0.252,-0.448900,16.00000,3.15610e-01,3.03758e-01
4,c4,c,0.239,0.024,0.268,0.733101,12.01000,3.31521e-01,4.13379e-01
5,o5,o,0.322,-0.034,0.200,-0.593000,16.00000,3.04812e-01,6.12119e-01
6,nt6,nt,0.274,0.102,0.373,-0.644000,14.01000,3.35904e-01,3.56058e-01
7,hc7,hc,0.062,0.098,-0.004,0.051033,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.056,-0.066,-0.074,0.051033,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.206,-0.003,-0.005,0.051033,1.00800,2.60018e-01,8.70272e-02
10,h110,h1,-0.053,-0.061,0.149,0.064200,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.089,-0.165,0.155,0.064200,1.00800,2.42200e-01,8.70272e-02
12,hn12,hn,0.206,0.147,0.432,0.324500,1.00800,1.10650e-01,4.18400e-02
13,hn13,hn,0.373,0.114,0.391,0.324500,1.00800,1.10650e-01,4.18400e-02
