AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.106,0.003,-0.008,0.148100,12.01000,3.39771e-01,4.51035e-01
2,n72,n7,0.051,0.014,-0.142,-0.826199,14.01000,3.50765e-01,2.18405e-01
3,c33,c3,-0.097,0.020,-0.142,0.121800,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,-0.156,0.140,-0.067,0.085400,12.01000,3.39771e-01,4.51035e-01
5,oh5,oh,-0.108,0.262,-0.122,-0.594800,16.00000,3.24287e-01,3.89112e-01
6,h16,h1,0.070,-0.088,0.041,0.030033,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,0.082,0.090,0.054,0.030033,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.215,-0.003,-0.014,0.030033,1.00800,2.42200e-01,8.70272e-02
9,hn9,hn,0.089,0.095,-0.191,0.357800,1.00800,1.10650e-01,4.18400e-02
10,h110,h1,-0.128,0.025,-0.247,0.063200,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,-0.137,-0.074,-0.101,0.063200,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,-0.265,0.139,-0.075,0.049200,1.00800,2.42200e-01,8.70272e-02
13,h113,h1,-0.131,0.137,0.039,0.049200,1.00800,2.42200e-01,8.70272e-02
14,ho14,ho,-0.011,0.259,-0.116,0.393000,1.00800,5.37925e-02,1.96648e-02
