AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,cc1,cc,0.093,-0.075,0.000,-0.231600,12.01000,3.31521e-01,4.13379e-01
2,cd2,cd,-0.040,-0.106,-0.000,0.286200,12.01000,3.31521e-01,4.13379e-01
3,nd3,nd,-0.117,0.008,0.000,-0.619000,14.01000,3.38417e-01,3.93714e-01
4,cc4,cc,-0.031,0.108,0.001,0.274000,12.01000,3.31521e-01,4.13379e-01
5,na5,na,0.098,0.061,-0.000,-0.268900,14.01000,3.20581e-01,8.54373e-01
6,c6,c,-0.068,0.247,0.002,0.507400,12.01000,3.31521e-01,4.13379e-01
7,o7,o,0.014,0.339,0.003,-0.538100,16.00000,3.04812e-01,6.12119e-01
8,h48,h4,0.183,-0.136,0.001,0.183000,1.00800,2.53639e-01,6.73624e-02
9,h49,h4,-0.085,-0.205,-0.000,0.048100,1.00800,2.53639e-01,6.73624e-02
10,hn10,hn,0.180,0.121,-0.001,0.317700,1.00800,1.10650e-01,4.18400e-02
11,h411,h4,-0.176,0.268,0.003,0.041200,1.00800,2.53639e-01,6.73624e-02
