AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c21,c2,0.097,-0.005,0.008,-0.226001,12.01000,3.31521e-01,4.13379e-01
2,c22,c2,0.026,-0.112,-0.033,-0.164200,12.01000,3.31521e-01,4.13379e-01
3,c33,c3,-0.124,-0.115,-0.035,-0.053200,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,-0.175,-0.138,-0.177,-0.090100,12.01000,3.39771e-01,4.51035e-01
5,ha5,ha,0.047,0.086,0.042,0.110500,1.00800,2.62548e-01,6.73624e-02
6,ha6,ha,0.205,-0.006,0.008,0.110500,1.00800,2.62548e-01,6.73624e-02
7,ha7,ha,0.079,-0.201,-0.066,0.118000,1.00800,2.62548e-01,6.73624e-02
8,hc8,hc,-0.159,-0.196,0.030,0.045700,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,-0.165,-0.022,0.004,0.045700,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,-0.141,-0.234,-0.217,0.034367,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,-0.285,-0.138,-0.177,0.034367,1.00800,2.60018e-01,8.70272e-02
12,hc12,hc,-0.141,-0.058,-0.244,0.034367,1.00800,2.60018e-01,8.70272e-02
