AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c21,c2,0.101,-0.003,0.011,-0.178000,12.01000,3.31521e-01,4.13379e-01
2,ce2,ce,0.026,0.067,-0.076,-0.209200,12.01000,3.31521e-01,4.13379e-01
3,c3,c,-0.122,0.070,-0.080,0.653300,12.01000,3.31521e-01,4.13379e-01
4,o4,o,-0.181,0.138,-0.163,-0.607100,16.00000,3.04812e-01,6.12119e-01
5,nt5,nt,-0.189,-0.004,0.012,-0.676000,14.01000,3.35904e-01,3.56058e-01
6,ha6,ha,0.058,-0.066,0.088,0.119500,1.00800,2.62548e-01,6.73624e-02
7,ha7,ha,0.209,0.001,0.006,0.119500,1.00800,2.62548e-01,6.73624e-02
8,ha8,ha,0.074,0.128,-0.151,0.156000,1.00800,2.62548e-01,6.73624e-02
9,hn9,hn,-0.144,-0.061,0.082,0.311000,1.00800,1.10650e-01,4.18400e-02
10,hn10,hn,-0.290,-0.002,0.009,0.311000,1.00800,1.10650e-01,4.18400e-02
