AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.061,-0.014,-0.016,-0.177100,12.01000,3.39771e-01,4.51035e-01
2,c2,c,0.029,0.127,-0.056,0.645100,12.01000,3.31521e-01,4.13379e-01
3,o3,o,-0.038,0.149,-0.158,-0.600100,16.00000,3.04812e-01,6.12119e-01
4,ns4,ns,0.075,0.235,0.014,-0.569900,14.01000,3.26995e-01,4.91202e-01
5,c35,c3,0.162,0.249,0.135,0.025700,12.01000,3.39771e-01,4.51035e-01
6,c36,c3,0.243,0.123,0.171,0.325900,12.01000,3.39771e-01,4.51035e-01
7,oh7,oh,0.312,0.128,0.294,-0.592800,16.00000,3.24287e-01,3.89112e-01
8,os8,os,0.329,0.087,0.063,-0.441600,16.00000,3.15610e-01,3.03758e-01
9,c39,c3,0.425,0.186,0.026,0.067100,12.01000,3.39771e-01,4.51035e-01
10,c310,c3,0.503,0.137,-0.097,0.144400,12.01000,3.39771e-01,4.51035e-01
11,oh11,oh,0.615,0.223,-0.120,-0.593800,16.00000,3.24287e-01,3.89112e-01
12,c312,c3,0.362,0.325,0.001,0.067100,12.01000,3.39771e-01,4.51035e-01
13,oh13,oh,0.292,0.331,-0.125,-0.594800,16.00000,3.24287e-01,3.89112e-01
14,c314,c3,0.266,0.362,0.115,0.083100,12.01000,3.39771e-01,4.51035e-01
15,oh15,oh,0.203,0.488,0.092,-0.582800,16.00000,3.24287e-01,3.89112e-01
16,hc16,hc,0.016,-0.086,-0.085,0.074700,1.00800,2.60018e-01,8.70272e-02
17,hc17,hc,0.022,-0.035,0.083,0.074700,1.00800,2.60018e-01,8.70272e-02
18,hc18,hc,0.168,-0.034,-0.023,0.074700,1.00800,2.60018e-01,8.70272e-02
19,hn19,hn,0.033,0.321,-0.021,0.323500,1.00800,1.10650e-01,4.18400e-02
20,h120,h1,0.095,0.279,0.217,0.085700,1.00800,2.42200e-01,8.70272e-02
21,h221,h2,0.172,0.042,0.187,0.126700,1.00800,2.24382e-01,8.70272e-02
22,ho22,ho,0.387,0.189,0.287,0.405000,1.00800,5.37925e-02,1.96648e-02
23,h123,h1,0.495,0.194,0.109,0.061700,1.00800,2.42200e-01,8.70272e-02
24,h124,h1,0.540,0.036,-0.081,0.062700,1.00800,2.42200e-01,8.70272e-02
25,h125,h1,0.441,0.134,-0.187,0.062700,1.00800,2.42200e-01,8.70272e-02
26,ho26,ho,0.581,0.309,-0.148,0.417000,1.00800,5.37925e-02,1.96648e-02
27,h127,h1,0.441,0.401,-0.007,0.108700,1.00800,2.42200e-01,8.70272e-02
28,ho28,ho,0.223,0.263,-0.124,0.413000,1.00800,5.37925e-02,1.96648e-02
29,h129,h1,0.325,0.373,0.206,0.078700,1.00800,2.42200e-01,8.70272e-02
30,ho30,ho,0.174,0.490,-0.001,0.425000,1.00800,5.37925e-02,1.96648e-02
