AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,cc1,cc,0.095,-0.077,0.000,-0.166600,12.01000,3.31521e-01,4.13379e-01
2,cd2,cd,-0.038,-0.113,-0.000,0.187800,12.01000,3.31521e-01,4.13379e-01
3,nd3,nd,-0.117,-0.000,0.000,-0.635000,14.01000,3.38417e-01,3.93714e-01
4,cc4,cc,-0.034,0.101,0.000,0.387400,12.01000,3.31521e-01,4.13379e-01
5,na5,na,0.096,0.060,-0.000,-0.322900,14.01000,3.20581e-01,8.54373e-01
6,c6,c,-0.089,-0.249,-0.001,0.507400,12.01000,3.31521e-01,4.13379e-01
7,o7,o,-0.017,-0.349,-0.001,-0.547100,16.00000,3.04812e-01,6.12119e-01
8,h48,h4,0.186,-0.136,0.001,0.195000,1.00800,2.53639e-01,6.73624e-02
9,h59,h5,-0.061,0.206,0.001,0.066100,1.00800,2.44730e-01,6.73624e-02
10,hn10,hn,0.178,0.119,-0.001,0.306700,1.00800,1.10650e-01,4.18400e-02
11,h411,h4,-0.199,-0.258,-0.001,0.021200,1.00800,2.53639e-01,6.73624e-02
