AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.094,-0.006,-0.005,-0.102300,12.01000,3.39771e-01,4.51035e-01
2,c12,c1,0.043,-0.147,-0.027,0.201700,12.01000,3.47896e-01,6.67766e-01
3,n13,n1,0.001,-0.265,-0.044,-0.354800,14.01000,3.27352e-01,4.59403e-01
4,c4,c,0.043,0.047,0.127,0.664100,12.01000,3.31521e-01,4.13379e-01
5,o5,o,-0.028,0.147,0.136,-0.602100,16.00000,3.04812e-01,6.12119e-01
6,nt6,nt,0.082,-0.018,0.240,-0.666000,14.01000,3.35904e-01,3.56058e-01
7,hc7,hc,0.058,0.059,-0.086,0.110700,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.203,-0.004,-0.005,0.110700,1.00800,2.60018e-01,8.70272e-02
9,hn9,hn,0.134,-0.105,0.242,0.319000,1.00800,1.10650e-01,4.18400e-02
10,hn10,hn,0.045,0.015,0.328,0.319000,1.00800,1.10650e-01,4.18400e-02
