AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.108,0.004,-0.013,-0.092101,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.059,-0.138,0.004,-0.079400,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.108,-0.203,0.134,-0.079400,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,0.058,-0.131,0.259,-0.092101,12.01000,3.39771e-01,4.51035e-01
5,hc5,hc,0.070,0.070,0.066,0.032367,1.00800,2.60018e-01,8.70272e-02
6,hc6,hc,0.075,0.045,-0.109,0.032367,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.218,0.008,-0.011,0.032367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,-0.051,-0.140,0.001,0.037200,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.094,-0.199,-0.081,0.037200,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.072,-0.307,0.137,0.037200,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.217,-0.207,0.135,0.037200,1.00800,2.60018e-01,8.70272e-02
12,hc12,hc,-0.051,-0.127,0.260,0.032367,1.00800,2.60018e-01,8.70272e-02
13,hc13,hc,0.092,-0.184,0.349,0.032367,1.00800,2.60018e-01,8.70272e-02
14,hc14,hc,0.097,-0.029,0.264,0.032367,1.00800,2.60018e-01,8.70272e-02
