AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,o1,o,-0.227,0.054,0.002,-0.584500,16.00000,3.04812e-01,6.12119e-01
2,c2,c,-0.113,0.010,-0.002,0.699500,12.01000,3.31521e-01,4.13379e-01
3,c33,c3,-0.076,-0.136,0.002,-0.163400,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,0.076,-0.135,-0.004,-0.163400,12.01000,3.39771e-01,4.51035e-01
5,c5,c,0.113,0.010,-0.002,0.699500,12.01000,3.31521e-01,4.13379e-01
6,o6,o,0.226,0.054,0.003,-0.584500,16.00000,3.04812e-01,6.12119e-01
7,ns7,ns,-0.000,0.084,-0.007,-0.613500,14.01000,3.26995e-01,4.91202e-01
8,hc8,hc,-0.113,-0.182,0.094,0.090700,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,-0.119,-0.187,-0.085,0.090700,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.120,-0.187,0.082,0.090700,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.112,-0.181,-0.097,0.090700,1.00800,2.60018e-01,8.70272e-02
12,hn12,hn,-0.001,0.185,-0.007,0.347500,1.00800,1.10650e-01,4.18400e-02
