AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,nv1,nv,-0.179,0.195,-0.000,-0.963500,14.01000,3.36813e-01,4.68608e-01
2,ca2,ca,-0.119,0.072,0.000,0.767200,12.01000,3.31521e-01,4.13379e-01
3,ca3,ca,0.021,0.054,0.000,-0.237200,12.01000,3.31521e-01,4.13379e-01
4,nc4,nc,0.127,0.142,0.000,-0.541100,14.01000,3.38417e-01,3.93714e-01
5,cd5,cd,0.234,0.065,-0.000,0.398700,12.01000,3.31521e-01,4.13379e-01
6,na6,na,0.202,-0.068,-0.001,-0.379000,14.01000,3.20581e-01,8.54373e-01
7,ca7,ca,0.066,-0.077,-0.000,0.456800,12.01000,3.31521e-01,4.13379e-01
8,nb8,nb,-0.007,-0.190,0.000,-0.737000,14.01000,3.38417e-01,3.93714e-01
9,ca9,ca,-0.139,-0.160,0.001,0.688900,12.01000,3.31521e-01,4.13379e-01
10,nb10,nb,-0.198,-0.038,0.001,-0.798000,14.01000,3.38417e-01,3.93714e-01
11,hn11,hn,-0.121,0.278,-0.001,0.450300,1.00800,1.10650e-01,4.18400e-02
12,hn12,hn,-0.280,0.199,-0.001,0.450300,1.00800,1.10650e-01,4.18400e-02
13,h513,h5,0.337,0.100,0.000,0.072800,1.00800,2.44730e-01,6.73624e-02
14,hn14,hn,0.266,-0.146,-0.001,0.318700,1.00800,1.10650e-01,4.18400e-02
15,h515,h5,-0.207,-0.245,0.002,0.052100,1.00800,2.44730e-01,6.73624e-02
