AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.104,0.008,-0.002,-0.111100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.055,-0.012,0.141,-0.054000,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.104,0.098,0.234,-0.111100,12.01000,3.39771e-01,4.51035e-01
4,no4,no,-0.097,-0.012,0.141,0.222302,14.01000,3.36510e-01,3.58987e-01
5,o5,o,-0.152,-0.115,0.181,-0.211000,16.00000,3.04812e-01,6.12119e-01
6,o6,o,-0.154,0.091,0.102,-0.211000,16.00000,3.04812e-01,6.12119e-01
7,hc7,hc,0.071,0.104,-0.043,0.063033,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.068,-0.072,-0.067,0.063033,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.213,0.007,-0.004,0.063033,1.00800,2.60018e-01,8.70272e-02
10,h110,h1,0.086,-0.110,0.179,0.097700,1.00800,2.42200e-01,8.70272e-02
11,hc11,hc,0.071,0.197,0.201,0.063033,1.00800,2.60018e-01,8.70272e-02
12,hc12,hc,0.068,0.083,0.336,0.063033,1.00800,2.60018e-01,8.70272e-02
13,hc13,hc,0.213,0.099,0.237,0.063033,1.00800,2.60018e-01,8.70272e-02
