"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma[nm]","epsilon[kJ/mol]"
"1","CT21","CT2",0.2033,0.1472,-0.0045,0.05,12.011,0.358141284692,0.2343
"2","HA22","HA2",0.15990000000000001,0.1938,-0.09570000000000001,0.09,1.008,0.238760856462,0.14226
"3","HA23","HA2",0.1708,0.20390000000000003,0.08560000000000001,0.09,1.008,0.238760856462,0.14226
"4","OH14","OH1",0.3456,0.1451,-0.0128,-0.66,15.999,0.315378146222,0.63639
"5","H5","H",0.376,0.23610000000000003,-0.019000000000000003,0.43,1.008,0.040001352445,0.19246
"6","HA36","HA3",0.1664,0.042800000000000005,0.0036,0.,1.008,0.238760856462,0.10042
