AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,o1,o,0.163,-0.166,-0.001,-0.606500,16.00000,3.04812e-01,6.12119e-01
2,c2,c,0.080,-0.076,-0.001,0.716700,12.01000,3.31521e-01,4.13379e-01
3,ns3,ns,-0.054,-0.101,-0.002,-0.584500,14.01000,3.26995e-01,4.91202e-01
4,c4,c,-0.152,-0.006,-0.002,0.802501,12.01000,3.31521e-01,4.13379e-01
5,o5,o,-0.272,-0.034,0.000,-0.638500,16.00000,3.04812e-01,6.12119e-01
6,ns6,ns,-0.109,0.124,-0.004,-0.471100,14.01000,3.26995e-01,4.91202e-01
7,cc7,cc,0.023,0.160,-0.002,0.037600,12.01000,3.31521e-01,4.13379e-01
8,cd8,cd,0.120,0.068,0.001,-0.253400,12.01000,3.31521e-01,4.13379e-01
9,c39,c3,0.266,0.101,0.004,-0.030900,12.01000,3.39771e-01,4.51035e-01
10,hn10,hn,-0.084,-0.197,-0.001,0.354500,1.00800,1.10650e-01,4.18400e-02
11,hn11,hn,-0.181,0.195,-0.005,0.354500,1.00800,1.10650e-01,4.18400e-02
12,h412,h4,0.044,0.266,-0.001,0.163000,1.00800,2.53639e-01,6.73624e-02
13,hc13,hc,0.312,0.060,0.095,0.052033,1.00800,2.60018e-01,8.70272e-02
14,hc14,hc,0.317,0.060,-0.083,0.052033,1.00800,2.60018e-01,8.70272e-02
15,hc15,hc,0.281,0.209,0.005,0.052033,1.00800,2.60018e-01,8.70272e-02
