AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.105,0.000,0.008,0.067100,12.01000,3.39771e-01,4.51035e-01
2,n22,n2,0.056,0.055,0.133,-0.533300,14.01000,3.38417e-01,3.93714e-01
3,nh3,nh,0.089,-0.004,0.241,0.404400,14.01000,3.18995e-01,8.99560e-01
4,c34,c3,0.174,-0.125,0.246,-0.121400,12.01000,3.39771e-01,4.51035e-01
5,o5,o,0.049,0.040,0.354,-0.226000,16.00000,3.04812e-01,6.12119e-01
6,h16,h1,0.069,0.062,-0.075,0.053033,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,0.068,-0.101,-0.009,0.053033,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.215,0.002,0.003,0.053033,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.262,-0.101,0.306,0.083367,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.116,-0.204,0.294,0.083367,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.207,-0.160,0.148,0.083367,1.00800,2.42200e-01,8.70272e-02
