AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,-0.123,-0.003,-0.017,-0.113400,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,-0.038,-0.124,0.012,-0.147700,12.01000,3.39771e-01,4.51035e-01
3,c23,c2,0.095,-0.062,-0.007,0.574600,12.01000,3.31521e-01,4.13379e-01
4,n24,n2,0.107,0.067,-0.007,-0.659900,14.01000,3.38417e-01,3.93714e-01
5,c35,c3,-0.031,0.115,0.014,0.100800,12.01000,3.39771e-01,4.51035e-01
6,oh6,oh,0.201,-0.141,-0.019,-0.574600,16.00000,3.24287e-01,3.89112e-01
7,hc7,hc,-0.215,-0.001,0.043,0.054700,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,-0.153,-0.001,-0.122,0.054700,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,-0.048,-0.158,0.115,0.073700,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,-0.055,-0.205,-0.058,0.073700,1.00800,2.60018e-01,8.70272e-02
11,h111,h1,-0.053,0.199,-0.053,0.062700,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,-0.043,0.149,0.117,0.062700,1.00800,2.42200e-01,8.70272e-02
13,ho13,ho,0.280,-0.086,-0.029,0.438000,1.00800,5.37925e-02,1.96648e-02
