AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.088,-0.006,-0.007,-0.141400,12.01000,3.39771e-01,4.51035e-01
2,cc2,cc,0.053,-0.146,-0.035,0.285000,12.01000,3.31521e-01,4.13379e-01
3,cd3,cd,0.110,-0.265,0.001,-0.388600,12.01000,3.31521e-01,4.13379e-01
4,cd4,cd,0.030,-0.362,-0.060,0.517200,12.01000,3.31521e-01,4.13379e-01
5,nc5,nc,-0.070,-0.307,-0.129,-0.424300,14.01000,3.38417e-01,3.93714e-01
6,os6,os,-0.056,-0.170,-0.113,-0.123100,16.00000,3.15610e-01,3.03758e-01
7,nv7,nv,0.055,-0.494,-0.049,-0.895500,14.01000,3.36813e-01,4.68608e-01
8,hc8,hc,0.051,0.023,0.092,0.065700,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.048,0.064,-0.081,0.065700,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.197,0.006,-0.005,0.065700,1.00800,2.60018e-01,8.70272e-02
11,ha11,ha,0.198,-0.278,0.063,0.173000,1.00800,2.62548e-01,6.73624e-02
12,hn12,hn,-0.005,-0.561,-0.095,0.400300,1.00800,1.10650e-01,4.18400e-02
13,hn13,hn,0.132,-0.531,0.004,0.400300,1.00800,1.10650e-01,4.18400e-02
