AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.108,-0.097,-0.230,-0.136100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.053,0.018,-0.145,0.128500,12.01000,3.39771e-01,4.51035e-01
3,c3,c,0.104,0.005,-0.001,0.637100,12.01000,3.31521e-01,4.13379e-01
4,o4,o,0.152,-0.095,0.051,-0.549000,16.00000,3.04812e-01,6.12119e-01
5,oh5,oh,0.092,0.119,0.070,-0.602100,16.00000,3.24287e-01,3.89112e-01
6,n86,n8,-0.094,0.019,-0.148,-0.902799,14.01000,3.65019e-01,1.35143e-01
7,hc7,hc,0.214,-0.114,-0.207,0.052033,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.100,-0.074,-0.337,0.052033,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.055,-0.191,-0.211,0.052033,1.00800,2.60018e-01,8.70272e-02
10,h110,h1,0.091,0.112,-0.185,0.094700,1.00800,2.42200e-01,8.70272e-02
11,ho11,ho,0.126,0.096,0.159,0.446000,1.00800,5.37925e-02,1.96648e-02
12,hn12,hn,-0.126,0.023,-0.244,0.363800,1.00800,1.10650e-01,4.18400e-02
13,hn13,hn,-0.129,-0.069,-0.110,0.363800,1.00800,1.10650e-01,4.18400e-02
