AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,cc1,cc,-0.125,0.001,-0.000,-0.408300,12.01000,3.31521e-01,4.13379e-01
2,cd2,cd,-0.043,0.111,0.000,0.117300,12.01000,3.31521e-01,4.13379e-01
3,na3,na,0.086,0.063,0.000,-0.038600,14.01000,3.20581e-01,8.54373e-01
4,nd4,nd,0.093,-0.071,0.000,-0.542800,14.01000,3.38417e-01,3.93714e-01
5,cc5,cc,-0.035,-0.107,0.000,0.549600,12.01000,3.31521e-01,4.13379e-01
6,oh6,oh,-0.061,-0.238,0.001,-0.580300,16.00000,3.24287e-01,3.89112e-01
7,nv7,nv,-0.072,0.242,0.000,-0.789200,14.01000,3.36813e-01,4.68608e-01
8,ha8,ha,-0.232,-0.001,-0.000,0.168000,1.00800,2.62548e-01,6.73624e-02
9,hn9,hn,0.172,0.116,0.000,0.302700,1.00800,1.10650e-01,4.18400e-02
10,ho10,ho,-0.157,-0.252,0.001,0.425000,1.00800,5.37925e-02,1.96648e-02
11,hn11,hn,-0.003,0.317,0.001,0.398300,1.00800,1.10650e-01,4.18400e-02
12,hn12,hn,-0.168,0.275,0.000,0.398300,1.00800,1.10650e-01,4.18400e-02
