AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.102,-0.003,0.010,0.144400,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.036,0.138,0.002,0.079100,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,-0.014,0.173,-0.138,0.075100,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,-0.071,0.315,-0.145,0.074100,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,0.021,0.418,-0.080,0.054100,12.01000,3.39771e-01,4.51035e-01
6,c36,c3,0.083,0.367,0.052,0.311900,12.01000,3.39771e-01,4.51035e-01
7,oh7,oh,0.191,0.449,0.092,-0.566800,16.00000,3.24287e-01,3.89112e-01
8,os8,os,0.134,0.235,0.043,-0.441600,16.00000,3.15610e-01,3.03758e-01
9,oh9,oh,-0.052,0.540,-0.058,-0.560800,16.00000,3.24287e-01,3.89112e-01
10,oh10,oh,-0.094,0.350,-0.282,-0.568800,16.00000,3.24287e-01,3.89112e-01
11,oh11,oh,-0.115,0.081,-0.182,-0.585800,16.00000,3.24287e-01,3.89112e-01
12,oh12,oh,0.067,-0.095,-0.092,-0.594800,16.00000,3.24287e-01,3.89112e-01
13,h113,h1,0.071,-0.050,0.104,0.060700,1.00800,2.42200e-01,8.70272e-02
14,h114,h1,0.211,0.004,0.013,0.060700,1.00800,2.42200e-01,8.70272e-02
15,h115,h1,-0.047,0.139,0.074,0.055700,1.00800,2.42200e-01,8.70272e-02
16,h116,h1,0.068,0.165,-0.210,0.087700,1.00800,2.42200e-01,8.70272e-02
17,h117,h1,-0.170,0.317,-0.098,0.077700,1.00800,2.42200e-01,8.70272e-02
18,h118,h1,0.101,0.445,-0.150,0.089700,1.00800,2.42200e-01,8.70272e-02
19,h219,h2,0.009,0.372,0.133,0.077700,1.00800,2.24382e-01,8.70272e-02
20,ho20,ho,0.258,0.442,0.021,0.422000,1.00800,5.37925e-02,1.96648e-02
21,ho21,ho,-0.132,0.519,-0.007,0.406000,1.00800,5.37925e-02,1.96648e-02
22,ho22,ho,-0.010,0.343,-0.331,0.411000,1.00800,5.37925e-02,1.96648e-02
23,ho23,ho,-0.187,0.078,-0.115,0.414000,1.00800,5.37925e-02,1.96648e-02
24,ho24,ho,0.069,-0.050,-0.179,0.417000,1.00800,5.37925e-02,1.96648e-02
