AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.105,0.008,-0.001,-0.118400,12.01000,3.39771e-01,4.51035e-01
2,c22,c2,0.055,0.122,0.079,0.573600,12.01000,3.31521e-01,4.13379e-01
3,n23,n2,-0.020,0.215,0.029,-0.577400,14.01000,3.38417e-01,3.93714e-01
4,nv4,nv,-0.064,0.316,0.104,-0.595900,14.01000,3.36813e-01,4.68608e-01
5,oh5,oh,0.094,0.118,0.208,-0.628601,16.00000,3.24287e-01,3.89112e-01
6,hc6,hc,0.071,0.016,-0.105,0.064367,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.069,-0.086,0.041,0.064367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.215,0.008,-0.001,0.064367,1.00800,2.60018e-01,8.70272e-02
9,hn9,hn,-0.045,0.331,0.202,0.363800,1.00800,1.10650e-01,4.18400e-02
10,hn10,hn,-0.122,0.386,0.058,0.363800,1.00800,1.10650e-01,4.18400e-02
11,ho11,ho,0.059,0.194,0.255,0.426000,1.00800,5.37925e-02,1.96648e-02
