AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.108,0.009,0.007,0.143100,12.01000,3.39771e-01,4.51035e-01
2,n72,n7,0.051,0.096,0.109,-0.810201,14.01000,3.50765e-01,2.18405e-01
3,c33,c3,-0.097,0.093,0.108,0.124800,12.01000,3.39771e-01,4.51035e-01
4,c4,c,-0.156,-0.043,0.145,0.589100,12.01000,3.31521e-01,4.13379e-01
5,o5,o,-0.219,-0.068,0.247,-0.549000,16.00000,3.04812e-01,6.12119e-01
6,oh6,oh,-0.131,-0.140,0.055,-0.616100,16.00000,3.24287e-01,3.89112e-01
7,h17,h1,0.070,0.034,-0.092,0.038367,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.089,-0.097,0.028,0.038367,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.217,0.019,0.006,0.038367,1.00800,2.42200e-01,8.70272e-02
10,hn10,hn,0.085,0.069,0.201,0.376800,1.00800,1.10650e-01,4.18400e-02
11,h111,h1,-0.133,0.166,0.182,0.090200,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,-0.137,0.125,0.011,0.090200,1.00800,2.42200e-01,8.70272e-02
13,ho13,ho,-0.161,-0.224,0.096,0.446000,1.00800,5.37925e-02,1.96648e-02
