AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,-0.138,0.163,0.001,0.097300,12.01000,3.39771e-01,4.51035e-01
2,n2,n,-0.026,0.072,-0.003,-0.492800,14.01000,3.18086e-01,6.84502e-01
3,c33,c3,0.110,0.117,0.005,0.092000,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,0.194,-0.009,-0.013,-0.093400,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,0.099,-0.126,0.012,-0.158400,12.01000,3.39771e-01,4.51035e-01
6,c6,c,-0.039,-0.066,0.001,0.698499,12.01000,3.31521e-01,4.13379e-01
7,o7,o,-0.143,-0.129,-0.001,-0.628500,16.00000,3.04812e-01,6.12119e-01
8,h18,h1,-0.135,0.219,0.095,0.042367,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,-0.131,0.232,-0.084,0.042367,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,-0.232,0.108,-0.004,0.042367,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.128,0.164,0.102,0.042700,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,0.130,0.189,-0.075,0.042700,1.00800,2.42200e-01,8.70272e-02
13,hc13,hc,0.280,-0.011,0.055,0.056200,1.00800,2.60018e-01,8.70272e-02
14,hc14,hc,0.233,-0.014,-0.115,0.056200,1.00800,2.60018e-01,8.70272e-02
15,hc15,hc,0.112,-0.167,0.112,0.080200,1.00800,2.60018e-01,8.70272e-02
16,hc16,hc,0.112,-0.204,-0.063,0.080200,1.00800,2.60018e-01,8.70272e-02
