AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,o1,o,0.237,0.220,-0.302,-0.823300,16.00000,3.04812e-01,6.12119e-01
2,c2,c,0.237,0.108,-0.241,0.933600,12.01000,3.31521e-01,4.13379e-01
3,o3,o,0.186,0.001,-0.285,-0.823300,16.00000,3.04812e-01,6.12119e-01
4,c34,c3,0.307,0.104,-0.102,-0.135300,12.01000,3.39771e-01,4.51035e-01
5,no5,no,0.202,0.026,-0.024,0.288300,14.01000,3.36510e-01,3.58987e-01
6,o6,o,0.226,-0.085,0.023,-0.267000,16.00000,3.04812e-01,6.12119e-01
7,o7,o,0.093,0.085,-0.006,-0.267000,16.00000,3.04812e-01,6.12119e-01
8,c38,c3,0.329,0.236,-0.021,-0.031500,12.01000,3.39771e-01,4.51035e-01
9,c39,c3,0.453,0.209,0.066,-0.094400,12.01000,3.39771e-01,4.51035e-01
10,c310,c3,0.538,0.167,-0.054,-0.038500,12.01000,3.39771e-01,4.51035e-01
11,c311,c3,0.453,0.049,-0.114,-0.161700,12.01000,3.39771e-01,4.51035e-01
12,c12,c,0.497,-0.082,-0.047,0.919600,12.01000,3.31521e-01,4.13379e-01
13,o13,o,0.540,-0.171,-0.126,-0.855800,16.00000,3.04812e-01,6.12119e-01
14,o14,o,0.499,-0.084,0.080,-0.855800,16.00000,3.04812e-01,6.12119e-01
15,c215,c2,0.518,0.293,-0.137,-0.191200,12.01000,3.31521e-01,4.13379e-01
16,c216,c2,0.395,0.338,-0.112,-0.174200,12.01000,3.31521e-01,4.13379e-01
17,hc17,hc,0.246,0.275,0.037,0.077700,1.00800,2.60018e-01,8.70272e-02
18,hc18,hc,0.439,0.132,0.142,0.052700,1.00800,2.60018e-01,8.70272e-02
19,hc19,hc,0.491,0.298,0.117,0.052700,1.00800,2.60018e-01,8.70272e-02
20,hc20,hc,0.643,0.147,-0.031,0.058700,1.00800,2.60018e-01,8.70272e-02
21,hc21,hc,0.482,0.040,-0.220,0.101700,1.00800,2.60018e-01,8.70272e-02
22,ha22,ha,0.584,0.332,-0.213,0.109000,1.00800,2.62548e-01,6.73624e-02
23,ha23,ha,0.341,0.415,-0.165,0.125000,1.00800,2.62548e-01,6.73624e-02
