AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,cc1,cc,0.099,-0.070,-0.000,-0.214000,12.01000,3.31521e-01,4.13379e-01
2,cc2,cc,0.100,0.072,-0.000,-0.126000,12.01000,3.31521e-01,4.13379e-01
3,cd3,cd,-0.032,0.115,0.000,-0.250900,12.01000,3.31521e-01,4.13379e-01
4,na4,na,-0.111,0.003,-0.000,-0.136100,14.01000,3.20581e-01,8.54373e-01
5,cd5,cd,-0.033,-0.110,0.000,-0.126300,12.01000,3.31521e-01,4.13379e-01
6,c6,c,-0.084,0.249,0.001,0.600500,12.01000,3.31521e-01,4.13379e-01
7,o7,o,-0.204,0.276,0.002,-0.553100,16.00000,3.04812e-01,6.12119e-01
8,ha8,ha,0.185,-0.136,-0.000,0.158000,1.00800,2.62548e-01,6.73624e-02
9,ha9,ha,0.187,0.135,-0.000,0.155000,1.00800,2.62548e-01,6.73624e-02
10,hn10,hn,-0.213,0.004,-0.001,0.310700,1.00800,1.10650e-01,4.18400e-02
11,h411,h4,-0.077,-0.209,0.001,0.170000,1.00800,2.53639e-01,6.73624e-02
12,h412,h4,-0.009,0.330,0.002,0.012200,1.00800,2.53639e-01,6.73624e-02
