AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,oh1,oh,0.078,0.035,0.081,-0.596800,16.00000,3.24287e-01,3.89112e-01
2,c32,c3,0.018,0.094,-0.037,0.118400,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.130,0.183,-0.096,0.107100,12.01000,3.39771e-01,4.51035e-01
4,os4,os,0.228,0.086,-0.138,-0.429600,16.00000,3.15610e-01,3.03758e-01
5,c35,c3,0.197,0.026,-0.265,0.299900,12.01000,3.39771e-01,4.51035e-01
6,oh6,oh,0.070,-0.039,-0.276,-0.615800,16.00000,3.24287e-01,3.89112e-01
7,c37,c3,0.209,0.130,-0.376,0.101100,12.01000,3.39771e-01,4.51035e-01
8,oh8,oh,0.177,0.068,-0.502,-0.573800,16.00000,3.24287e-01,3.89112e-01
9,c39,c3,0.110,0.245,-0.348,0.071100,12.01000,3.39771e-01,4.51035e-01
10,oh10,oh,-0.026,0.199,-0.368,-0.618800,16.00000,3.24287e-01,3.89112e-01
11,c311,c3,0.126,0.295,-0.203,0.081100,12.01000,3.39771e-01,4.51035e-01
12,oh12,oh,0.040,0.404,-0.170,-0.594800,16.00000,3.24287e-01,3.89112e-01
13,ho13,ho,0.164,0.001,0.050,0.424000,1.00800,5.37925e-02,1.96648e-02
14,h114,h1,-0.005,0.004,-0.093,0.052700,1.00800,2.42200e-01,8.70272e-02
15,h115,h1,-0.077,0.140,-0.013,0.052700,1.00800,2.42200e-01,8.70272e-02
16,h116,h1,0.168,0.236,-0.007,0.094700,1.00800,2.42200e-01,8.70272e-02
17,h217,h2,0.270,-0.055,-0.277,0.123700,1.00800,2.24382e-01,8.70272e-02
18,ho18,ho,0.003,0.028,-0.303,0.425000,1.00800,5.37925e-02,1.96648e-02
19,h119,h1,0.311,0.167,-0.380,0.096700,1.00800,2.42200e-01,8.70272e-02
20,ho20,ho,0.091,0.024,-0.489,0.424000,1.00800,5.37925e-02,1.96648e-02
21,h121,h1,0.128,0.326,-0.420,0.056700,1.00800,2.42200e-01,8.70272e-02
22,ho22,ho,-0.080,0.223,-0.295,0.432000,1.00800,5.37925e-02,1.96648e-02
23,h123,h1,0.227,0.339,-0.201,0.057700,1.00800,2.42200e-01,8.70272e-02
24,ho24,ho,-0.046,0.399,-0.216,0.411000,1.00800,5.37925e-02,1.96648e-02
