AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,cc1,cc,-0.009,0.120,-0.001,-0.353300,12.01000,3.31521e-01,4.13379e-01
2,cc2,cc,-0.140,0.068,0.000,0.318200,12.01000,3.31521e-01,4.13379e-01
3,nd3,nd,-0.141,-0.066,-0.000,-0.518800,14.01000,3.38417e-01,3.93714e-01
4,na4,na,-0.011,-0.098,-0.002,-0.021600,14.01000,3.20581e-01,8.54373e-01
5,cd5,cd,0.073,0.010,-0.001,0.074800,12.01000,3.31521e-01,4.13379e-01
6,oh6,oh,0.205,-0.006,-0.000,-0.477100,16.00000,3.24287e-01,3.89112e-01
7,ha7,ha,0.020,0.224,-0.001,0.169000,1.00800,2.62548e-01,6.73624e-02
8,h48,h4,-0.234,0.121,0.001,0.044100,1.00800,2.53639e-01,6.73624e-02
9,hn9,hn,0.016,-0.196,-0.003,0.326700,1.00800,1.10650e-01,4.18400e-02
10,ho10,ho,0.245,0.083,0.002,0.438000,1.00800,5.37925e-02,1.96648e-02
