AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.104,-0.002,0.002,-0.169100,12.01000,3.39771e-01,4.51035e-01
2,c2,c,0.054,0.085,-0.110,0.657101,12.01000,3.31521e-01,4.13379e-01
3,o3,o,-0.017,0.037,-0.199,-0.609100,16.00000,3.04812e-01,6.12119e-01
4,n4,n,0.091,0.219,-0.108,-0.484800,14.01000,3.18086e-01,6.84502e-01
5,c35,c3,0.174,0.281,-0.007,0.081800,12.01000,3.39771e-01,4.51035e-01
6,c36,c3,0.043,0.304,-0.216,0.081800,12.01000,3.39771e-01,4.51035e-01
7,hc7,hc,0.068,-0.104,-0.012,0.065033,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.067,0.034,0.098,0.065033,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.213,-0.005,0.002,0.065033,1.00800,2.60018e-01,8.70272e-02
10,h110,h1,0.263,0.322,-0.055,0.041200,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.117,0.362,0.041,0.041200,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,0.206,0.211,0.070,0.041200,1.00800,2.42200e-01,8.70272e-02
13,h113,h1,0.079,0.265,-0.312,0.041200,1.00800,2.42200e-01,8.70272e-02
14,h114,h1,-0.066,0.304,-0.217,0.041200,1.00800,2.42200e-01,8.70272e-02
15,h115,h1,0.079,0.407,-0.204,0.041200,1.00800,2.42200e-01,8.70272e-02
