AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.099,0.005,0.014,-0.176400,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.049,-0.132,-0.030,0.163800,12.01000,3.39771e-01,4.51035e-01
3,n83,n8,0.096,-0.239,0.056,-0.904800,14.01000,3.65019e-01,1.35143e-01
4,c4,c,0.047,0.045,0.150,0.634100,12.01000,3.31521e-01,4.13379e-01
5,o5,o,-0.028,0.140,0.172,-0.543000,16.00000,3.04812e-01,6.12119e-01
6,oh6,oh,0.093,-0.031,0.251,-0.622100,16.00000,3.24287e-01,3.89112e-01
7,hc7,hc,0.064,0.080,-0.058,0.082700,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.208,0.010,0.015,0.082700,1.00800,2.60018e-01,8.70272e-02
9,h19,h1,-0.061,-0.133,-0.031,0.062200,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.083,-0.152,-0.132,0.062200,1.00800,2.42200e-01,8.70272e-02
11,hn11,hn,0.066,-0.330,0.024,0.355800,1.00800,1.10650e-01,4.18400e-02
12,hn12,hn,0.198,-0.239,0.061,0.355800,1.00800,1.10650e-01,4.18400e-02
13,ho13,ho,0.044,-0.004,0.331,0.447000,1.00800,5.37925e-02,1.96648e-02
