AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.097,0.007,0.000,-0.106100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.042,-0.034,0.138,0.135200,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.093,0.064,0.244,-0.106100,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,-0.113,-0.034,0.138,0.134400,12.01000,3.39771e-01,4.51035e-01
5,oh5,oh,-0.172,-0.123,0.044,-0.595800,16.00000,3.24287e-01,3.89112e-01
6,n86,n8,0.094,-0.169,0.168,-0.905802,14.01000,3.65019e-01,1.35143e-01
7,hc7,hc,0.061,0.106,-0.028,0.039867,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.068,-0.063,-0.079,0.039867,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.207,0.011,0.000,0.039867,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.058,0.166,0.223,0.039867,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.058,0.037,0.344,0.039867,1.00800,2.60018e-01,8.70272e-02
12,hc12,hc,0.203,0.067,0.247,0.039867,1.00800,2.60018e-01,8.70272e-02
13,h113,h1,-0.151,-0.062,0.237,0.042200,1.00800,2.42200e-01,8.70272e-02
14,h114,h1,-0.151,0.067,0.116,0.042200,1.00800,2.42200e-01,8.70272e-02
15,ho15,ho,-0.129,-0.109,-0.042,0.411000,1.00800,5.37925e-02,1.96648e-02
16,hn16,hn,0.196,-0.167,0.175,0.354800,1.00800,1.10650e-01,4.18400e-02
17,hn17,hn,0.059,-0.200,0.258,0.354800,1.00800,1.10650e-01,4.18400e-02
