AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.108,0.003,0.005,0.118800,12.01000,3.39771e-01,4.51035e-01
2,c2,c,0.056,-0.030,0.145,0.583100,12.01000,3.31521e-01,4.13379e-01
3,o3,o,-0.015,0.042,0.215,-0.559000,16.00000,3.04812e-01,6.12119e-01
4,oh4,oh,0.096,-0.151,0.188,-0.604100,16.00000,3.24287e-01,3.89112e-01
5,n85,n8,0.062,0.136,-0.039,-0.894800,14.01000,3.65019e-01,1.35143e-01
6,h16,h1,0.071,-0.072,-0.065,0.090700,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,0.217,0.002,0.007,0.090700,1.00800,2.42200e-01,8.70272e-02
8,ho8,ho,0.056,-0.160,0.277,0.445000,1.00800,5.37925e-02,1.96648e-02
9,hn9,hn,-0.040,0.138,-0.033,0.364800,1.00800,1.10650e-01,4.18400e-02
10,hn10,hn,0.091,0.205,0.032,0.364800,1.00800,1.10650e-01,4.18400e-02
