AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,ca1,ca,-0.115,-0.068,-0.005,-0.405600,12.01000,3.31521e-01,4.13379e-01
2,ca2,ca,0.008,-0.131,-0.006,0.459200,12.01000,3.31521e-01,4.13379e-01
3,nb3,nb,0.126,-0.065,-0.006,-0.725000,14.01000,3.38417e-01,3.93714e-01
4,ca4,ca,0.115,0.069,-0.002,0.847300,12.01000,3.31521e-01,4.13379e-01
5,nb5,nb,0.003,0.140,0.009,-0.725000,14.01000,3.38417e-01,3.93714e-01
6,ca6,ca,-0.111,0.069,0.008,0.459200,12.01000,3.31521e-01,4.13379e-01
7,oh7,oh,0.231,0.137,-0.017,-0.578300,16.00000,3.24287e-01,3.89112e-01
8,ha8,ha,-0.208,-0.123,-0.013,0.158000,1.00800,2.62548e-01,6.73624e-02
9,h49,h4,0.015,-0.239,-0.007,0.032100,1.00800,2.53639e-01,6.73624e-02
10,h410,h4,-0.202,0.127,0.020,0.032100,1.00800,2.53639e-01,6.73624e-02
11,ho11,ho,0.292,0.062,-0.028,0.446000,1.00800,5.37925e-02,1.96648e-02
