AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.096,0.005,0.007,-0.095100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.049,-0.131,-0.040,-0.126400,12.01000,3.39771e-01,4.51035e-01
3,c3,c,0.095,-0.240,0.052,0.635099,12.01000,3.31521e-01,4.13379e-01
4,o4,o,0.024,-0.317,0.114,-0.550000,16.00000,3.04812e-01,6.12119e-01
5,oh5,oh,0.229,-0.250,0.058,-0.612100,16.00000,3.24287e-01,3.89112e-01
6,hc6,hc,0.061,0.026,0.108,0.049367,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.059,0.084,-0.060,0.049367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.206,0.011,0.007,0.049367,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,-0.061,-0.132,-0.042,0.078700,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.084,-0.152,-0.142,0.078700,1.00800,2.60018e-01,8.70272e-02
11,ho11,ho,0.246,-0.324,0.121,0.443000,1.00800,5.37925e-02,1.96648e-02
