AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.093,0.006,0.001,-0.093101,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.044,0.066,0.132,-0.081400,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.093,0.208,0.150,-0.093101,12.01000,3.39771e-01,4.51035e-01
4,hc4,hc,0.058,0.065,-0.085,0.032367,1.00800,2.60018e-01,8.70272e-02
5,hc5,hc,0.057,-0.096,-0.011,0.032367,1.00800,2.60018e-01,8.70272e-02
6,hc6,hc,0.203,0.004,-0.002,0.032367,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,-0.066,0.064,0.133,0.036700,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.078,0.004,0.215,0.036700,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.058,0.273,0.069,0.032367,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.057,0.249,0.245,0.032367,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.203,0.212,0.151,0.032367,1.00800,2.60018e-01,8.70272e-02
