AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.107,0.001,-0.011,-0.092099,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.061,-0.082,0.107,-0.079400,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.104,-0.023,0.242,-0.077400,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,0.052,0.118,0.269,-0.079400,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,-0.100,0.125,0.269,-0.092099,12.01000,3.39771e-01,4.51035e-01
6,hc6,hc,0.067,0.103,-0.008,0.032033,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.074,-0.044,-0.105,0.032033,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.217,0.008,-0.013,0.032033,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,-0.048,-0.094,0.104,0.038200,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.102,-0.183,0.098,0.038200,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.071,-0.090,0.322,0.037700,1.00800,2.60018e-01,8.70272e-02
12,hc12,hc,0.214,-0.022,0.247,0.037700,1.00800,2.60018e-01,8.70272e-02
13,hc13,hc,0.089,0.151,0.367,0.038200,1.00800,2.60018e-01,8.70272e-02
14,hc14,hc,0.092,0.188,0.196,0.038200,1.00800,2.60018e-01,8.70272e-02
15,hc15,hc,-0.142,0.060,0.347,0.032033,1.00800,2.60018e-01,8.70272e-02
16,hc16,hc,-0.133,0.228,0.288,0.032033,1.00800,2.60018e-01,8.70272e-02
17,hc17,hc,-0.142,0.095,0.173,0.032033,1.00800,2.60018e-01,8.70272e-02
