AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,o1,o,-0.220,0.088,-0.001,-0.618500,16.00000,3.04812e-01,6.12119e-01
2,c2,c,-0.111,0.031,0.000,0.830900,12.01000,3.31521e-01,4.13379e-01
3,ns3,ns,-0.109,-0.106,0.001,-0.479100,14.01000,3.26995e-01,4.91202e-01
4,cc4,cc,0.006,-0.179,0.000,0.066600,12.01000,3.31521e-01,4.13379e-01
5,cd5,cd,0.124,-0.118,-0.001,-0.431600,12.01000,3.31521e-01,4.13379e-01
6,cd6,cd,0.119,0.031,0.001,0.753500,12.01000,3.31521e-01,4.13379e-01
7,nv7,nv,0.236,0.101,0.002,-0.918800,14.01000,3.36813e-01,4.68608e-01
8,nc8,nc,0.008,0.099,0.001,-0.721100,14.01000,3.38417e-01,3.93714e-01
9,hn9,hn,-0.200,-0.151,0.000,0.338500,1.00800,1.10650e-01,4.18400e-02
10,h410,h4,-0.004,-0.287,0.000,0.152000,1.00800,2.53639e-01,6.73624e-02
11,ha11,ha,0.219,-0.169,-0.001,0.154000,1.00800,2.62548e-01,6.73624e-02
12,hn12,hn,0.230,0.202,-0.002,0.436800,1.00800,1.10650e-01,4.18400e-02
13,hn13,hn,0.326,0.058,-0.007,0.436800,1.00800,1.10650e-01,4.18400e-02
