AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.099,0.006,-0.013,0.080800,12.01000,3.39771e-01,4.51035e-01
2,n2,n,0.048,-0.107,-0.089,-0.480800,14.01000,3.18086e-01,6.84502e-01
3,c33,c3,-0.034,-0.201,-0.015,0.080800,12.01000,3.39771e-01,4.51035e-01
4,c4,c,0.080,-0.116,-0.223,0.656300,12.01000,3.31521e-01,4.13379e-01
5,o5,o,0.150,-0.031,-0.279,-0.603100,16.00000,3.04812e-01,6.12119e-01
6,ce6,ce,0.031,-0.229,-0.309,-0.205200,12.01000,3.31521e-01,4.13379e-01
7,c27,c2,-0.046,-0.336,-0.282,-0.179000,12.01000,3.31521e-01,4.13379e-01
8,h18,h1,0.067,0.001,0.091,0.042200,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.063,0.099,-0.057,0.042200,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.209,0.004,-0.016,0.042200,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,-0.134,-0.202,-0.060,0.042200,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,0.015,-0.299,-0.018,0.042200,1.00800,2.42200e-01,8.70272e-02
13,h113,h1,-0.046,-0.173,0.089,0.042200,1.00800,2.42200e-01,8.70272e-02
14,ha14,ha,0.066,-0.220,-0.412,0.154000,1.00800,2.62548e-01,6.73624e-02
15,ha15,ha,-0.071,-0.408,-0.358,0.121500,1.00800,2.62548e-01,6.73624e-02
16,ha16,ha,-0.088,-0.358,-0.185,0.121500,1.00800,2.62548e-01,6.73624e-02
