AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,o1,o,0.095,0.006,-0.007,-0.489000,16.00000,3.04812e-01,6.12119e-01
2,c2,c,0.217,0.006,-0.009,0.603100,12.01000,3.31521e-01,4.13379e-01
3,oh3,oh,0.289,-0.109,-0.013,-0.575100,16.00000,3.24287e-01,3.89112e-01
4,c34,c3,0.305,0.132,-0.004,0.075500,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,0.364,0.152,0.134,-0.096400,12.01000,3.39771e-01,4.51035e-01
6,c36,c3,0.408,0.297,0.130,-0.094400,12.01000,3.39771e-01,4.51035e-01
7,c37,c3,0.307,0.365,0.038,0.147800,12.01000,3.39771e-01,4.51035e-01
8,n78,n7,0.229,0.258,-0.026,-0.791200,14.01000,3.50765e-01,2.18405e-01
9,ho9,ho,0.386,-0.099,-0.015,0.426000,1.00800,5.37925e-02,1.96648e-02
10,h110,h1,0.381,0.124,-0.082,0.085700,1.00800,2.42200e-01,8.70272e-02
11,hc11,hc,0.287,0.138,0.212,0.055700,1.00800,2.60018e-01,8.70272e-02
12,hc12,hc,0.446,0.084,0.155,0.055700,1.00800,2.60018e-01,8.70272e-02
13,hc13,hc,0.411,0.342,0.230,0.055200,1.00800,2.60018e-01,8.70272e-02
14,hc14,hc,0.508,0.304,0.086,0.055200,1.00800,2.60018e-01,8.70272e-02
15,h115,h1,0.242,0.432,0.094,0.051200,1.00800,2.42200e-01,8.70272e-02
16,h116,h1,0.359,0.425,-0.038,0.051200,1.00800,2.42200e-01,8.70272e-02
17,hn17,hn,0.139,0.249,0.020,0.383800,1.00800,1.10650e-01,4.18400e-02
