AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,-0.325,-0.114,0.003,0.009600,12.01000,3.39771e-01,4.51035e-01
2,na2,na,-0.227,-0.008,-0.000,-0.148900,14.01000,3.20581e-01,8.54373e-01
3,cc3,cc,-0.254,0.126,-0.001,0.443400,12.01000,3.31521e-01,4.13379e-01
4,nd4,nd,-0.143,0.197,-0.001,-0.685000,14.01000,3.38417e-01,3.93714e-01
5,cd5,cd,-0.043,0.105,-0.000,0.485200,12.01000,3.31521e-01,4.13379e-01
6,n6,n,0.092,0.130,0.001,-0.417300,14.01000,3.18086e-01,6.84502e-01
7,c37,c3,0.144,0.266,0.001,0.090300,12.01000,3.39771e-01,4.51035e-01
8,c8,c,0.182,0.024,-0.000,0.815498,12.01000,3.31521e-01,4.13379e-01
9,o9,o,0.304,0.042,-0.001,-0.637500,16.00000,3.04812e-01,6.12119e-01
10,n10,n,0.128,-0.106,0.001,-0.483400,14.01000,3.18086e-01,6.84502e-01
11,c311,c3,0.222,-0.216,0.002,0.080300,12.01000,3.39771e-01,4.51035e-01
12,c12,c,-0.008,-0.138,-0.000,0.765100,12.01000,3.31521e-01,4.13379e-01
13,o13,o,-0.054,-0.252,-0.001,-0.633500,16.00000,3.04812e-01,6.12119e-01
14,cc14,cc,-0.091,-0.022,-0.001,-0.350200,12.01000,3.31521e-01,4.13379e-01
15,h115,h1,-0.310,-0.179,-0.084,0.071700,1.00800,2.42200e-01,8.70272e-02
16,h116,h1,-0.311,-0.171,0.096,0.071700,1.00800,2.42200e-01,8.70272e-02
17,h117,h1,-0.425,-0.072,0.001,0.071700,1.00800,2.42200e-01,8.70272e-02
18,h518,h5,-0.354,0.167,-0.001,0.071100,1.00800,2.44730e-01,6.73624e-02
19,h119,h1,0.208,0.279,0.089,0.063367,1.00800,2.42200e-01,8.70272e-02
20,h120,h1,0.204,0.282,-0.089,0.063367,1.00800,2.42200e-01,8.70272e-02
21,h121,h1,0.063,0.340,0.004,0.063367,1.00800,2.42200e-01,8.70272e-02
22,h122,h1,0.287,-0.209,-0.086,0.063367,1.00800,2.42200e-01,8.70272e-02
23,h123,h1,0.285,-0.208,0.092,0.063367,1.00800,2.42200e-01,8.70272e-02
24,h124,h1,0.173,-0.314,0.002,0.063367,1.00800,2.42200e-01,8.70272e-02
