AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.249,-0.000,-0.001,-0.053800,12.01000,3.39771e-01,4.51035e-01
2,ca2,ca,0.099,0.000,0.000,-0.077300,12.01000,3.31521e-01,4.13379e-01
3,ca3,ca,0.028,-0.120,0.000,-0.131000,12.01000,3.31521e-01,4.13379e-01
4,ca4,ca,-0.112,-0.120,-0.000,-0.126500,12.01000,3.31521e-01,4.13379e-01
5,ca5,ca,-0.182,0.000,-0.001,-0.134001,12.01000,3.31521e-01,4.13379e-01
6,ca6,ca,-0.112,0.121,-0.000,-0.126500,12.01000,3.31521e-01,4.13379e-01
7,ca7,ca,0.028,0.121,0.000,-0.131000,12.01000,3.31521e-01,4.13379e-01
8,hc8,hc,0.287,-0.053,0.087,0.043367,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.285,-0.050,-0.092,0.043367,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.289,0.101,0.000,0.043367,1.00800,2.60018e-01,8.70272e-02
11,ha11,ha,0.081,-0.215,0.000,0.130000,1.00800,2.62548e-01,6.73624e-02
12,ha12,ha,-0.166,-0.214,-0.000,0.130000,1.00800,2.62548e-01,6.73624e-02
13,ha13,ha,-0.290,0.001,-0.001,0.130000,1.00800,2.62548e-01,6.73624e-02
14,ha14,ha,-0.166,0.215,-0.000,0.130000,1.00800,2.62548e-01,6.73624e-02
15,ha15,ha,0.081,0.216,0.000,0.130000,1.00800,2.62548e-01,6.73624e-02
