AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.074,0.104,0.012,0.065800,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,-0.075,0.097,-0.012,0.085400,12.01000,3.39771e-01,4.51035e-01
3,os3,os,-0.106,-0.040,0.006,-0.459400,16.00000,3.15610e-01,3.03758e-01
4,c24,c2,0.013,-0.103,-0.001,0.577500,12.01000,3.31521e-01,4.13379e-01
5,n25,n2,0.122,-0.034,-0.003,-0.628900,14.01000,3.38417e-01,3.93714e-01
6,h16,h1,0.123,0.172,-0.059,0.073700,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,0.096,0.140,0.113,0.073700,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,-0.131,0.159,0.058,0.064700,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,-0.102,0.126,-0.115,0.064700,1.00800,2.42200e-01,8.70272e-02
10,h510,h5,0.006,-0.212,-0.003,0.082800,1.00800,2.44730e-01,6.73624e-02
