AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c1,c,0.106,-0.004,0.012,0.638100,12.01000,3.31521e-01,4.13379e-01
2,o2,o,0.041,-0.108,0.021,-0.606100,16.00000,3.04812e-01,6.12119e-01
3,ns3,ns,0.042,0.118,0.001,-0.387800,14.01000,3.26995e-01,4.91202e-01
4,n84,n8,0.101,0.244,-0.017,-0.651300,14.01000,3.65019e-01,1.35143e-01
5,ns5,ns,0.244,-0.000,0.017,-0.387800,14.01000,3.26995e-01,4.91202e-01
6,n86,n8,0.318,-0.121,0.019,-0.651300,14.01000,3.65019e-01,1.35143e-01
7,hn7,hn,-0.060,0.111,-0.006,0.314000,1.00800,1.10650e-01,4.18400e-02
8,hn8,hn,0.075,0.304,0.062,0.354550,1.00800,1.10650e-01,4.18400e-02
9,hn9,hn,0.203,0.239,-0.014,0.354550,1.00800,1.10650e-01,4.18400e-02
10,hn10,hn,0.292,0.084,-0.010,0.314000,1.00800,1.10650e-01,4.18400e-02
11,hn11,hn,0.371,-0.124,0.106,0.354550,1.00800,1.10650e-01,4.18400e-02
12,hn12,hn,0.250,-0.198,0.027,0.354550,1.00800,1.10650e-01,4.18400e-02
