AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c21,c2,0.095,0.011,0.006,0.713500,12.01000,3.31521e-01,4.13379e-01
2,n22,n2,0.035,-0.078,0.077,-0.862100,14.01000,3.38417e-01,3.93714e-01
3,nu3,nu,0.031,0.106,-0.068,-0.534000,14.01000,3.27904e-01,6.46428e-01
4,n84,n8,0.100,0.195,-0.152,-0.625600,14.01000,3.65019e-01,1.35143e-01
5,oh5,oh,0.229,0.016,0.002,-0.657600,16.00000,3.24287e-01,3.89112e-01
6,hn6,hn,0.100,-0.139,0.126,0.396400,1.00800,1.10650e-01,4.18400e-02
7,hn7,hn,-0.070,0.097,-0.073,0.429800,1.00800,1.10650e-01,4.18400e-02
8,hn8,hn,0.080,0.290,-0.123,0.352800,1.00800,1.10650e-01,4.18400e-02
9,hn9,hn,0.201,0.183,-0.138,0.352800,1.00800,1.10650e-01,4.18400e-02
10,ho10,ho,0.268,-0.054,0.056,0.434000,1.00800,5.37925e-02,1.96648e-02
