AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c21,c2,0.097,0.001,-0.007,0.746100,12.01000,3.31521e-01,4.13379e-01
2,n22,n2,0.017,0.076,0.061,-0.836100,14.01000,3.38417e-01,3.93714e-01
3,nv3,nv,0.038,-0.089,-0.088,-0.882800,14.01000,3.36813e-01,4.68608e-01
4,nu4,nu,0.233,0.002,-0.006,-0.636300,14.01000,3.27904e-01,6.46428e-01
5,n25,n2,0.318,0.079,0.064,0.161600,14.01000,3.38417e-01,3.93714e-01
6,o6,o,0.264,0.161,0.138,-0.239300,16.00000,3.04812e-01,6.12119e-01
7,hn7,hn,0.076,0.139,0.118,0.430400,1.00800,1.10650e-01,4.18400e-02
8,hn8,hn,0.085,-0.155,-0.148,0.395800,1.00800,1.10650e-01,4.18400e-02
9,hn9,hn,-0.063,-0.089,-0.088,0.395800,1.00800,1.10650e-01,4.18400e-02
10,hn10,hn,0.279,-0.065,-0.066,0.464800,1.00800,1.10650e-01,4.18400e-02
