AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,-0.226,0.001,0.001,-0.062800,12.01000,3.39771e-01,4.51035e-01
2,cc2,cc,-0.079,0.007,-0.000,-0.042600,12.01000,3.31521e-01,4.13379e-01
3,cd3,cd,0.007,0.114,-0.001,-0.124300,12.01000,3.31521e-01,4.13379e-01
4,na4,na,0.135,0.062,0.000,-0.127100,14.01000,3.20581e-01,8.54373e-01
5,cc5,cc,0.131,-0.072,0.001,-0.011600,12.01000,3.31521e-01,4.13379e-01
6,na6,na,0.002,-0.105,-0.001,-0.139100,14.01000,3.20581e-01,8.54373e-01
7,hc7,hc,-0.262,-0.053,-0.087,0.093033,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,-0.260,-0.051,0.091,0.093033,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,-0.269,0.102,0.001,0.093033,1.00800,2.60018e-01,8.70272e-02
10,h410,h4,-0.005,0.221,-0.001,0.239000,1.00800,2.53639e-01,6.73624e-02
11,hn11,hn,0.221,0.117,0.001,0.362701,1.00800,1.10650e-01,4.18400e-02
12,h512,h5,0.216,-0.139,0.002,0.265000,1.00800,2.44730e-01,6.73624e-02
13,hn13,hn,-0.032,-0.202,-0.001,0.361700,1.00800,1.10650e-01,4.18400e-02
