AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,ca1,ca,0.122,-0.120,0.000,-0.055000,12.01000,3.31521e-01,4.13379e-01
2,ca2,ca,0.187,0.003,-0.000,-0.285300,12.01000,3.31521e-01,4.13379e-01
3,ca3,ca,0.109,0.117,-0.000,0.427200,12.01000,3.31521e-01,4.13379e-01
4,nb4,nb,-0.026,0.116,-0.000,-0.672000,14.01000,3.38417e-01,3.93714e-01
5,ca5,ca,-0.086,-0.004,-0.000,0.621600,12.01000,3.31521e-01,4.13379e-01
6,ca6,ca,-0.017,-0.125,0.000,-0.323300,12.01000,3.31521e-01,4.13379e-01
7,oh7,oh,-0.222,-0.001,-0.000,-0.592300,16.00000,3.24287e-01,3.89112e-01
8,ha8,ha,0.180,-0.212,0.000,0.140000,1.00800,2.62548e-01,6.73624e-02
9,ha9,ha,0.295,0.010,0.000,0.147000,1.00800,2.62548e-01,6.73624e-02
10,h410,h4,0.154,0.216,-0.000,0.027100,1.00800,2.53639e-01,6.73624e-02
11,ha11,ha,-0.069,-0.220,0.000,0.143000,1.00800,2.62548e-01,6.73624e-02
12,ho12,ho,-0.254,-0.092,-0.000,0.422000,1.00800,5.37925e-02,1.96648e-02
