AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,oh1,oh,-0.084,0.114,-0.105,-0.587100,16.00000,3.24287e-01,3.89112e-01
2,c2,c,-0.172,0.097,-0.003,0.643100,12.01000,3.31521e-01,4.13379e-01
3,o3,o,-0.282,0.152,-0.010,-0.508000,16.00000,3.04812e-01,6.12119e-01
4,c34,c3,-0.121,0.012,0.114,-0.101300,12.01000,3.39771e-01,4.51035e-01
5,no5,no,0.027,0.039,0.110,0.258300,14.01000,3.36510e-01,3.58987e-01
6,o6,o,0.106,-0.054,0.091,-0.183000,16.00000,3.04812e-01,6.12119e-01
7,o7,o,0.060,0.159,0.125,-0.183000,16.00000,3.04812e-01,6.12119e-01
8,c38,c3,-0.168,-0.138,0.103,-0.031500,12.01000,3.39771e-01,4.51035e-01
9,c39,c3,-0.163,-0.190,0.248,-0.087400,12.01000,3.39771e-01,4.51035e-01
10,c310,c3,-0.249,-0.076,0.304,-0.044500,12.01000,3.39771e-01,4.51035e-01
11,c311,c3,-0.173,0.051,0.257,-0.113700,12.01000,3.39771e-01,4.51035e-01
12,c12,c,-0.069,0.090,0.361,0.645100,12.01000,3.31521e-01,4.13379e-01
13,o13,o,-0.062,0.200,0.416,-0.515000,16.00000,3.04812e-01,6.12119e-01
14,oh14,oh,0.023,-0.004,0.389,-0.610100,16.00000,3.24287e-01,3.89112e-01
15,c215,c2,-0.368,-0.094,0.213,-0.151200,12.01000,3.31521e-01,4.13379e-01
16,c216,c2,-0.321,-0.134,0.094,-0.191200,12.01000,3.31521e-01,4.13379e-01
17,ho17,ho,-0.104,0.198,-0.151,0.460000,1.00800,5.37925e-02,1.96648e-02
18,hc18,hc,-0.122,-0.204,0.030,0.120700,1.00800,2.60018e-01,8.70272e-02
19,hc19,hc,-0.062,-0.196,0.289,0.081700,1.00800,2.60018e-01,8.70272e-02
20,hc20,hc,-0.209,-0.289,0.263,0.081700,1.00800,2.60018e-01,8.70272e-02
21,hc21,hc,-0.273,-0.084,0.410,0.099700,1.00800,2.60018e-01,8.70272e-02
22,hc22,hc,-0.243,0.135,0.250,0.136700,1.00800,2.60018e-01,8.70272e-02
23,ho23,ho,0.088,0.038,0.449,0.458000,1.00800,5.37925e-02,1.96648e-02
24,ha24,ha,-0.471,-0.069,0.236,0.161000,1.00800,2.62548e-01,6.73624e-02
25,ha25,ha,-0.380,-0.146,0.004,0.161000,1.00800,2.62548e-01,6.73624e-02
