AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.118,0.023,-0.004,0.068300,12.01000,3.39771e-01,4.51035e-01
2,ns2,ns,0.051,-0.026,-0.123,-0.542900,14.01000,3.26995e-01,4.91202e-01
3,c3,c,-0.025,-0.131,-0.152,0.732102,12.01000,3.31521e-01,4.13379e-01
4,o4,o,-0.066,-0.142,-0.269,-0.644100,16.00000,3.04812e-01,6.12119e-01
5,ns5,ns,-0.060,-0.226,-0.065,-0.542900,14.01000,3.26995e-01,4.91202e-01
6,c36,c3,-0.035,-0.252,0.075,0.068300,12.01000,3.39771e-01,4.51035e-01
7,h17,h1,0.106,-0.036,0.084,0.039033,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.078,0.122,0.018,0.039033,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.225,0.028,-0.025,0.039033,1.00800,2.42200e-01,8.70272e-02
10,hn10,hn,0.064,0.032,-0.205,0.313500,1.00800,1.10650e-01,4.18400e-02
11,hn11,hn,-0.118,-0.295,-0.111,0.313500,1.00800,1.10650e-01,4.18400e-02
12,h112,h1,-0.131,-0.254,0.126,0.039033,1.00800,2.42200e-01,8.70272e-02
13,h113,h1,0.016,-0.348,0.083,0.039033,1.00800,2.42200e-01,8.70272e-02
14,h114,h1,0.026,-0.180,0.126,0.039033,1.00800,2.42200e-01,8.70272e-02
