AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c21,c2,0.097,-0.000,-0.009,-0.234000,12.01000,3.31521e-01,4.13379e-01
2,ce2,ce,0.031,-0.039,0.101,0.042800,12.01000,3.31521e-01,4.13379e-01
3,c3,c,-0.120,-0.040,0.104,0.636300,12.01000,3.31521e-01,4.13379e-01
4,o4,o,-0.188,-0.074,0.199,-0.554000,16.00000,3.04812e-01,6.12119e-01
5,oh5,oh,-0.176,0.001,-0.012,-0.594100,16.00000,3.24287e-01,3.89112e-01
6,nv6,nv,0.098,-0.080,0.215,-0.808600,14.01000,3.36813e-01,4.68608e-01
7,ha7,ha,0.045,0.032,-0.099,0.135500,1.00800,2.62548e-01,6.73624e-02
8,ha8,ha,0.205,0.001,-0.012,0.135500,1.00800,2.62548e-01,6.73624e-02
9,ho9,ho,-0.272,-0.005,0.005,0.449000,1.00800,5.37925e-02,1.96648e-02
10,hn10,hn,0.199,-0.081,0.218,0.395800,1.00800,1.10650e-01,4.18400e-02
11,hn11,hn,0.043,-0.108,0.295,0.395800,1.00800,1.10650e-01,4.18400e-02
