AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.100,0.010,0.006,0.180100,12.01000,3.39771e-01,4.51035e-01
2,nu2,nu,0.048,0.142,0.029,-0.831200,14.01000,3.27904e-01,6.46428e-01
3,c23,c2,-0.029,0.212,-0.055,0.782500,12.01000,3.31521e-01,4.13379e-01
4,n24,n2,-0.077,0.329,-0.039,-0.909101,14.01000,3.38417e-01,3.93714e-01
5,oh5,oh,-0.059,0.151,-0.170,-0.612600,16.00000,3.24287e-01,3.89112e-01
6,h16,h1,0.070,-0.032,-0.091,0.044367,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,0.065,-0.059,0.083,0.044367,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.209,0.011,0.009,0.044367,1.00800,2.42200e-01,8.70272e-02
9,hn9,hn,0.073,0.184,0.118,0.402800,1.00800,1.10650e-01,4.18400e-02
10,hn10,hn,-0.048,0.364,0.052,0.403400,1.00800,1.10650e-01,4.18400e-02
11,ho11,ho,-0.115,0.213,-0.220,0.451000,1.00800,5.37925e-02,1.96648e-02
