AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.103,-0.009,-0.004,0.079300,12.01000,3.39771e-01,4.51035e-01
2,n2,n,0.055,-0.064,0.122,-0.494800,14.01000,3.18086e-01,6.84502e-01
3,c33,c3,-0.028,0.017,0.208,0.079300,12.01000,3.39771e-01,4.51035e-01
4,c4,c,0.091,-0.193,0.156,0.661900,12.01000,3.31521e-01,4.13379e-01
5,o5,o,0.160,-0.267,0.088,-0.604100,16.00000,3.04812e-01,6.12119e-01
6,h16,h1,0.067,0.094,-0.018,0.041700,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,0.067,-0.072,-0.086,0.041700,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.212,-0.010,-0.004,0.041700,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,-0.124,-0.034,0.223,0.041700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.021,0.028,0.305,0.041700,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,-0.046,0.116,0.165,0.041700,1.00800,2.42200e-01,8.70272e-02
12,h512,h5,0.049,-0.224,0.253,0.028200,1.00800,2.44730e-01,6.73624e-02
