AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,ca1,ca,-0.120,-0.140,0.001,-0.149000,12.01000,3.31521e-01,4.13379e-01
2,ca2,ca,-0.120,-0.000,0.001,0.109100,12.01000,3.31521e-01,4.13379e-01
3,ca3,ca,0.001,0.069,-0.000,-0.118900,12.01000,3.31521e-01,4.13379e-01
4,ca4,ca,0.121,-0.003,-0.001,0.109100,12.01000,3.31521e-01,4.13379e-01
5,ca5,ca,0.121,-0.142,-0.001,-0.149000,12.01000,3.31521e-01,4.13379e-01
6,ca6,ca,0.000,-0.213,0.001,-0.074600,12.01000,3.31521e-01,4.13379e-01
7,c7,c,-0.000,-0.365,0.002,0.909200,12.01000,3.31521e-01,4.13379e-01
8,o8,o,0.112,-0.423,0.001,-0.821300,16.00000,3.04812e-01,6.12119e-01
9,o9,o,-0.114,-0.423,0.003,-0.821300,16.00000,3.04812e-01,6.12119e-01
10,oh10,oh,0.241,0.063,-0.001,-0.510100,16.00000,3.24287e-01,3.89112e-01
11,oh11,oh,0.013,0.206,-0.000,-0.533100,16.00000,3.24287e-01,3.89112e-01
12,oh12,oh,-0.243,0.060,0.001,-0.510100,16.00000,3.24287e-01,3.89112e-01
13,ha13,ha,-0.215,-0.194,0.002,0.173000,1.00800,2.62548e-01,6.73624e-02
14,ha14,ha,0.215,-0.197,-0.002,0.173000,1.00800,2.62548e-01,6.73624e-02
15,ho15,ho,0.217,0.157,0.000,0.410000,1.00800,5.37925e-02,1.96648e-02
16,ho16,ho,-0.074,0.246,0.003,0.394000,1.00800,5.37925e-02,1.96648e-02
17,ho17,ho,-0.235,0.156,-0.004,0.410000,1.00800,5.37925e-02,1.96648e-02
