AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.093,0.007,0.004,-0.095100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.043,0.136,0.064,-0.095100,12.01000,3.39771e-01,4.51035e-01
3,hc3,hc,0.058,-0.004,-0.099,0.031700,1.00800,2.60018e-01,8.70272e-02
4,hc4,hc,0.058,-0.079,0.062,0.031700,1.00800,2.60018e-01,8.70272e-02
5,hc5,hc,0.203,0.005,0.003,0.031700,1.00800,2.60018e-01,8.70272e-02
6,hc6,hc,0.078,0.222,0.006,0.031700,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,-0.067,0.138,0.065,0.031700,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.078,0.147,0.167,0.031700,1.00800,2.60018e-01,8.70272e-02
