AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.108,0.006,0.001,-0.106800,12.01000,3.39771e-01,4.51035e-01
2,hc2,hc,0.072,0.109,0.000,0.026700,1.00800,2.60018e-01,8.70272e-02
3,hc3,hc,0.072,-0.047,-0.087,0.026700,1.00800,2.60018e-01,8.70272e-02
4,hc4,hc,0.072,-0.045,0.091,0.026700,1.00800,2.60018e-01,8.70272e-02
5,hc5,hc,0.217,0.006,0.001,0.026700,1.00800,2.60018e-01,8.70272e-02
