AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.090,0.003,-0.003,0.068800,12.01000,3.39771e-01,4.51035e-01
2,n2,n,0.042,0.003,-0.140,-0.455800,14.01000,3.18086e-01,6.84502e-01
3,c33,c3,-0.042,-0.108,-0.183,0.068800,12.01000,3.39771e-01,4.51035e-01
4,c4,c,0.077,0.108,-0.222,0.740100,12.01000,3.31521e-01,4.13379e-01
5,o5,o,0.148,0.202,-0.186,-0.639100,16.00000,3.04812e-01,6.12119e-01
6,nt6,nt,0.031,0.105,-0.349,-0.644000,14.01000,3.35904e-01,3.56058e-01
7,h17,h1,0.055,-0.085,0.052,0.043200,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.054,0.093,0.048,0.043200,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.199,0.004,-0.003,0.043200,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,-0.139,-0.070,-0.215,0.043200,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.007,-0.159,-0.267,0.043200,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,-0.057,-0.180,-0.102,0.043200,1.00800,2.42200e-01,8.70272e-02
13,hn13,hn,-0.027,0.032,-0.386,0.301000,1.00800,1.10650e-01,4.18400e-02
14,hn14,hn,0.057,0.182,-0.409,0.301000,1.00800,1.10650e-01,4.18400e-02
