AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.100,-0.013,-0.004,0.136400,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.050,-0.130,-0.087,-0.126500,12.01000,3.39771e-01,4.51035e-01
3,c3,c,0.103,-0.261,-0.023,0.934600,12.01000,3.31521e-01,4.13379e-01
4,o4,o,0.008,-0.336,0.013,-0.759800,16.00000,3.04812e-01,6.12119e-01
5,o5,o,0.228,-0.271,-0.013,-0.759800,16.00000,3.04812e-01,6.12119e-01
6,nz6,nz,-0.102,-0.126,-0.087,-0.822600,14.01000,2.76678e-01,4.79068e+00
7,oh7,oh,0.041,-0.017,0.127,-0.628800,16.00000,3.24287e-01,3.89112e-01
8,h18,h1,0.067,0.081,-0.049,0.068200,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.209,-0.009,0.005,0.068200,1.00800,2.42200e-01,8.70272e-02
10,hx10,hx,0.082,-0.123,-0.192,0.094700,1.00800,1.88746e-01,8.70272e-02
11,hn11,hn,-0.142,-0.041,-0.127,0.448800,1.00800,1.10650e-01,4.18400e-02
12,hn12,hn,-0.135,-0.213,-0.131,0.448800,1.00800,1.10650e-01,4.18400e-02
13,hn13,hn,-0.128,-0.136,0.012,0.448800,1.00800,1.10650e-01,4.18400e-02
14,ho14,ho,0.087,-0.090,0.175,0.449000,1.00800,5.37925e-02,1.96648e-02
