AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.107,0.005,-0.005,-0.112100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.058,-0.133,0.032,-0.075700,12.01000,3.39771e-01,4.51035e-01
3,no3,no,0.108,-0.169,0.169,0.228299,14.01000,3.36510e-01,3.58987e-01
4,o4,o,0.024,-0.190,0.257,-0.210500,16.00000,3.04812e-01,6.12119e-01
5,o5,o,0.231,-0.176,0.184,-0.210500,16.00000,3.04812e-01,6.12119e-01
6,hc6,hc,0.072,0.081,0.067,0.064367,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.070,0.033,-0.104,0.064367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.216,0.010,-0.007,0.064367,1.00800,2.60018e-01,8.70272e-02
9,h19,h1,-0.052,-0.137,0.035,0.093700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.095,-0.210,-0.036,0.093700,1.00800,2.42200e-01,8.70272e-02
