AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.103,-0.001,-0.004,0.125800,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.052,0.140,0.035,0.101100,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.102,0.255,-0.055,0.125800,12.01000,3.39771e-01,4.51035e-01
4,n84,n8,0.050,0.249,-0.193,-0.917300,14.01000,3.65019e-01,1.35143e-01
5,oh5,oh,-0.091,0.140,0.039,-0.598800,16.00000,3.24287e-01,3.89112e-01
6,n86,n8,0.052,-0.055,-0.130,-0.917300,14.01000,3.65019e-01,1.35143e-01
7,h17,h1,0.070,-0.071,0.074,0.045700,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.212,-0.002,-0.005,0.045700,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.086,0.161,0.137,0.073700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.067,0.350,-0.013,0.045700,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.211,0.257,-0.057,0.045700,1.00800,2.42200e-01,8.70272e-02
12,hn12,hn,0.081,0.332,-0.243,0.353550,1.00800,1.10650e-01,4.18400e-02
13,hn13,hn,0.096,0.172,-0.242,0.353550,1.00800,1.10650e-01,4.18400e-02
14,ho14,ho,-0.119,0.151,-0.054,0.410000,1.00800,5.37925e-02,1.96648e-02
15,hn15,hn,-0.047,-0.031,-0.138,0.353550,1.00800,1.10650e-01,4.18400e-02
16,hn16,hn,0.098,-0.011,-0.209,0.353550,1.00800,1.10650e-01,4.18400e-02
