"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma[nm]","epsilon[kJ/mol]"
"1","CT31","CT3",0.20379999999999998,0.14250000000000002,-0.0041,-0.27,12.011,0.363486677001,0.32635
"2","HA32","HA3",0.3146,0.13660000000000003,-0.0009,0.09,1.008,0.238760856462,0.10042
"3","HA33","HA3",0.17270000000000002,0.21240000000000003,-0.0847,0.09,1.008,0.238760856462,0.10042
"4","HA34","HA3",0.1658,0.1794,0.09350000000000001,0.09,1.008,0.238760856462,0.10042
"5","HA35","HA3",0.16190000000000002,0.0417,-0.0244,0.,1.008,0.238760856462,0.10042
