AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.098,-0.002,0.007,-0.093100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.052,0.137,0.047,-0.015300,12.01000,3.39771e-01,4.51035e-01
3,ss3,ss,0.099,0.265,-0.075,-0.298200,32.06000,3.53241e-01,1.18156e+00
4,c34,c3,0.279,0.256,-0.064,-0.041000,12.01000,3.39771e-01,4.51035e-01
5,hc5,hc,0.061,-0.030,-0.093,0.041033,1.00800,2.60018e-01,8.70272e-02
6,hc6,hc,0.058,-0.076,0.078,0.041033,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.207,-0.011,0.008,0.041033,1.00800,2.60018e-01,8.70272e-02
8,h18,h1,-0.058,0.138,0.053,0.070200,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.090,0.164,0.146,0.070200,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.313,0.278,0.038,0.061367,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.316,0.159,-0.096,0.061367,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,0.322,0.332,-0.131,0.061367,1.00800,2.42200e-01,8.70272e-02
