AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,ca1,ca,-0.130,-0.011,0.002,0.239900,12.01000,3.31521e-01,4.13379e-01
2,ca2,ca,-0.068,0.113,0.004,0.317900,12.01000,3.31521e-01,4.13379e-01
3,nb3,nb,0.067,0.126,0.002,-0.638000,14.01000,3.38417e-01,3.93714e-01
4,ca4,ca,0.136,0.011,0.001,0.509300,12.01000,3.31521e-01,4.13379e-01
5,ca5,ca,0.074,-0.113,0.004,0.209900,12.01000,3.31521e-01,4.13379e-01
6,nb6,nb,-0.061,-0.127,0.003,-0.595000,14.01000,3.38417e-01,3.93714e-01
7,oh7,oh,0.272,0.025,-0.006,-0.581300,16.00000,3.24287e-01,3.89112e-01
8,h48,h4,-0.238,-0.020,-0.000,0.038100,1.00800,2.53639e-01,6.73624e-02
9,h49,h4,-0.124,0.205,0.007,0.039100,1.00800,2.53639e-01,6.73624e-02
10,h410,h4,0.130,-0.206,0.008,0.033100,1.00800,2.53639e-01,6.73624e-02
11,ho11,ho,0.311,-0.063,-0.019,0.427000,1.00800,5.37925e-02,1.96648e-02
