"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma[nm]","epsilon[kJ/mol]"
"1","CT21","CT2",0.20450000000000002,0.145,-0.0008,-0.18,12.011,0.358141284692,0.2343
"2","HA22","HA2",0.1628,0.19140000000000001,-0.09280000000000001,0.09,1.008,0.238760856462,0.14226
"3","HA23","HA2",0.1636,0.19820000000000002,0.0878,0.09,1.008,0.238760856462,0.14226
"4","CT24","CT2",0.3582,0.15000000000000002,-0.0016,-0.18,12.011,0.358141284692,0.2343
"5","HA25","HA2",0.39480000000000004,0.0959,0.08860000000000001,0.09,1.008,0.238760856462,0.14226
"6","HA26","HA2",0.3941,0.0949,-0.09160000000000001,0.09,1.008,0.238760856462,0.14226
"7","CT27","CT2",0.4138,0.2928,-0.0026,0.2,12.011,0.358141284692,0.2343
"8","HA28","HA2",0.38020000000000004,0.34640000000000004,-0.0944,0.09,1.008,0.238760856462,0.14226
"9","HA29","HA2",0.3798,0.3476,0.0884,0.09,1.008,0.238760856462,0.14226
"10","NC210","NC2",0.5631,0.28140000000000004,-0.0017000000000000001,-0.7,14.007,0.329632525712,0.8368
"11","HC11","HC",0.6033000000000001,0.1906,0.0016,0.44,1.008,0.040001352445,0.19246
"12","C12","C",0.6466000000000001,0.385,-0.0025000000000000005,0.64,12.011,0.356359487256,0.46024
"13","NC213","NC2",0.7766000000000001,0.3631,0.0028000000000000004,-0.8,14.007,0.329632525712,0.8368
"14","HC14","HC",0.8393000000000002,0.44000000000000006,0.003,0.46,1.008,0.040001352445,0.19246
"15","HC15","HC",0.8104,0.27,0.008100000000000001,0.46,1.008,0.040001352445,0.19246
"16","NC216","NC2",0.6038000000000001,0.5094000000000001,-0.0082,-0.8,14.007,0.329632525712,0.8368
"17","HC17","HC",0.6687000000000001,0.5843,-0.009300000000000001,0.46,1.008,0.040001352445,0.19246
"18","HC18","HC",0.5061,0.5252,-0.013500000000000002,0.46,1.008,0.040001352445,0.19246
"19","HA319","HA3",0.17090000000000002,0.039200000000000006,0.0034000000000000002,0.,1.008,0.238760856462,0.10042
