AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.095,0.007,-0.005,0.113800,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.046,-0.030,-0.145,0.080400,12.01000,3.39771e-01,4.51035e-01
3,oh3,oh,0.093,-0.160,-0.182,-0.600800,16.00000,3.24287e-01,3.89112e-01
4,n84,n8,0.050,-0.091,0.095,-0.896800,14.01000,3.65019e-01,1.35143e-01
5,h15,h1,0.060,0.106,0.022,0.054700,1.00800,2.42200e-01,8.70272e-02
6,h16,h1,0.205,0.008,-0.003,0.054700,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,-0.063,-0.031,-0.150,0.048200,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.083,0.042,-0.219,0.048200,1.00800,2.42200e-01,8.70272e-02
9,ho9,ho,0.190,-0.158,-0.179,0.399000,1.00800,5.37925e-02,1.96648e-02
10,hn10,hn,-0.052,-0.093,0.094,0.349300,1.00800,1.10650e-01,4.18400e-02
11,hn11,hn,0.078,-0.184,0.063,0.349300,1.00800,1.10650e-01,4.18400e-02
